Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_btnlogin""))",Chrome 70.0.3538.110,,2018-12-06 15:18:26,2018-12-06 15:18:29,2.513s,PASSED
AlertPresent = waitForAlert(5),Chrome 70.0.3538.110,,2018-12-06 15:18:29,2018-12-06 15:18:30,1.006s,PASSED
if (AlertPresent == true),Chrome 70.0.3538.110,,2018-12-06 15:18:30,2018-12-06 15:18:32,2.012s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/span_Procurement Request (1)""))",Chrome 70.0.3538.110,,2018-12-06 15:18:32,2018-12-06 15:18:34,2.111s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/a_Initiate""))",Chrome 70.0.3538.110,,2018-12-06 15:18:34,2018-12-06 15:18:36,2.501s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_List""))",Chrome 70.0.3538.110,,2018-12-06 15:18:36,2018-12-06 15:18:39,2.174s,PASSED
"switchToWindowTitle(""Search"")",Chrome 70.0.3538.110,,2018-12-06 15:18:39,2018-12-06 15:18:45,6.074s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Search/input_Product Name_Product Nam""), ""product3"")",Chrome 70.0.3538.110,,2018-12-06 15:18:45,2018-12-06 15:18:49,4.183s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/input""))",Chrome 70.0.3538.110,,2018-12-06 15:18:49,2018-12-06 15:18:51,2.453s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/td_product1""))",Chrome 70.0.3538.110,,2018-12-06 15:18:51,2018-12-06 15:18:53,2.111s,PASSED
"switchToWindowTitle(""Procurement Request Initiate"")",Chrome 70.0.3538.110,,2018-12-06 15:18:53,2018-12-06 15:18:56,3.026s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/input__fromBundleRange""), ""1000"")",Chrome 70.0.3538.110,,2018-12-06 15:18:56,2018-12-06 15:19:01,4.193s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_Save""))",Chrome 70.0.3538.110,,2018-12-06 15:19:01,2018-12-06 15:19:03,2.672s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:19:03,2018-12-06 15:19:05,2.139s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:19:05,2018-12-06 15:19:08,2.483s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:19:08,2018-12-06 15:19:10,2.183s,PASSED
"callTestCase(findTestCase(""Branch User Checker/Request Authorize""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:19:10,2018-12-06 15:20:00,49.950s,PASSED
"callTestCase(findTestCase(""Cluster User/Authorize Request""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:20:00,2018-12-06 15:20:50,50.240s,PASSED
"callTestCase(findTestCase(""Circle User/Authorize Request""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:20:50,2018-12-06 15:21:41,50.194s,PASSED
,,,,,,
Test Cases/Circle User/Return Request,Chrome 70.0.3538.110,,2018-12-06 15:21:41,2018-12-06 15:26:03,4m - 22.546s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_userid""), CrName)",Chrome 70.0.3538.110,,2018-12-06 15:21:41,2018-12-06 15:21:45,4.185s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_password""), CrPwd)",Chrome 70.0.3538.110,,2018-12-06 15:21:45,2018-12-06 15:21:48,3.152s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_btnlogin""))",Chrome 70.0.3538.110,,2018-12-06 15:21:48,2018-12-06 15:21:50,2.568s,PASSED
AlertPresent = waitForAlert(5),Chrome 70.0.3538.110,,2018-12-06 15:21:50,2018-12-06 15:21:56,6.027s,PASSED
if (AlertPresent == true),Chrome 70.0.3538.110,,2018-12-06 15:21:56,2018-12-06 15:21:56,0.000s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/span_Procurement Request (1)""))",Chrome 70.0.3538.110,,2018-12-06 15:21:56,2018-12-06 15:21:59,2.158s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Bank Dashboard/a_Authorize""))",Chrome 70.0.3538.110,,2018-12-06 15:21:59,2018-12-06 15:22:01,2.574s,PASSED
"click(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/button_Return""))",Chrome 70.0.3538.110,,2018-12-06 15:22:01,2018-12-06 15:22:03,2.119s,PASSED
acceptAlert(),Chrome 70.0.3538.110,,2018-12-06 15:22:03,2018-12-06 15:22:05,2.009s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_List""))",Chrome 70.0.3538.110,,2018-12-06 15:22:05,2018-12-06 15:22:08,2.155s,PASSED
"switchToWindowTitle(""Search"")",Chrome 70.0.3538.110,,2018-12-06 15:22:08,2018-12-06 15:22:14,6.071s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Search/input_Product Name_Product Nam""), ""product3"")",Chrome 70.0.3538.110,,2018-12-06 15:22:14,2018-12-06 15:22:18,4.207s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/input""))",Chrome 70.0.3538.110,,2018-12-06 15:22:18,2018-12-06 15:22:20,2.464s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/td_product1""))",Chrome 70.0.3538.110,,2018-12-06 15:22:20,2018-12-06 15:22:22,2.104s,PASSED
"switchToWindowTitle(""Procurement Request Authorize"")",Chrome 70.0.3538.110,,2018-12-06 15:22:22,2018-12-06 15:22:25,3.022s,PASSED
"setText(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/textarea_Return Reason_returnQ""), ""LOREM IPSUM DOLOR SIT AMET, CONSECTETUER ADIPISCING ELIT. AENEAN COMMODO LIGULA EGET DOLOR. AENEAN MASSA. CUM SOCIIS NATOQUE PENATIBUS ET MAGNIS DIS PARTURIENT MONTES, NASCETUR RIDICULUS MUS. DONEC QUAM FELIS, ULTRICIES NEC, PELLENTESQUE EU, PRETIUM QUIS, SEM. NULLA CONSEQUAT MASSA QUIS ENIM. DONEC PEDE JUSTO, FRINGILLA VEL, ALIQUET NEC, VULPUTATE EGET, ARCU. IN ENIM JUSTO, RHONCUS UT, IMPERDIET A, VENENATIS VITAE, JUSTO. NULLAM DICTUM FELIS EU PEDE MOLLIS PRETIUM. INTEGER TINCIDUNT. CRAS DAPIBUS. VIVAMUS ELEMENTUM SEMPER NISI. AENEAN VULPUTATE ELEIFEND TELLUS. AENEAN LEO LIGULA, PORTTITOR EU, CONSEQUAT VITAE, ELEIFEND AC, ENIM. ALIQUAM LOREM ANTE, DAPIBUS IN, VIVERRA QUIS, FEUGIAT A, TELLUS. PHASELLUS VIVERRA NULLA UT METUS VARIUS LAOREET. QUISQUE RUTRUM. AENEAN IMPERDIET. ETIAM ULTRICIES NISI VEL AUGUE. CURABITUR ULLAMCORPER ULTRICIES NISI. NAM EGET DUI. ETIAM RHONCUS. MAECENAS TEMPUS, TELLUS EGET CONDIMENTUM RHONCUS, SEM QUAM SEMPER LIBERO, SIT AMET ADIPISCING SEM NEQUE SED IPSUM. N"")",Chrome 70.0.3538.110,,2018-12-06 15:22:25,2018-12-06 15:22:33,7.250s,PASSED
"click(findTestObject(""Object Repository/Request Authorize/Page_Procurement Request Authorize/button_Return""))",Chrome 70.0.3538.110,,2018-12-06 15:22:33,2018-12-06 15:22:35,2.507s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:22:35,2018-12-06 15:22:37,2.116s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:22:37,2018-12-06 15:22:40,2.465s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:22:40,2018-12-06 15:22:42,2.184s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_userid""), BrMakerName)",Chrome 70.0.3538.110,,2018-12-06 15:22:42,2018-12-06 15:22:46,4.165s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_password""), BrMakerPwd)",Chrome 70.0.3538.110,,2018-12-06 15:22:46,2018-12-06 15:22:49,3.172s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Login Page/input_Vendor platform_btnlogin""))",Chrome 70.0.3538.110,,2018-12-06 15:22:49,2018-12-06 15:22:52,2.503s,PASSED
AlertPresent = waitForAlert(5),Chrome 70.0.3538.110,,2018-12-06 15:22:52,2018-12-06 15:22:53,1.005s,PASSED
if (AlertPresent == true),Chrome 70.0.3538.110,,2018-12-06 15:22:53,2018-12-06 15:22:55,2.015s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/span_Procurement Request (1)""))",Chrome 70.0.3538.110,,2018-12-06 15:22:55,2018-12-06 15:22:57,2.130s,PASSED
"click(findTestObject(""Request_initiate/Page_Bank Dashboard/a_Initiate""))",Chrome 70.0.3538.110,,2018-12-06 15:22:57,2018-12-06 15:22:59,2.473s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_List""))",Chrome 70.0.3538.110,,2018-12-06 15:22:59,2018-12-06 15:23:02,2.164s,PASSED
"switchToWindowTitle(""Search"")",Chrome 70.0.3538.110,,2018-12-06 15:23:02,2018-12-06 15:23:08,6.078s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Search/input_Product Name_Product Nam""), ""product3"")",Chrome 70.0.3538.110,,2018-12-06 15:23:08,2018-12-06 15:23:12,4.214s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/input""))",Chrome 70.0.3538.110,,2018-12-06 15:23:12,2018-12-06 15:23:14,2.480s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Search/td_product1""))",Chrome 70.0.3538.110,,2018-12-06 15:23:14,2018-12-06 15:23:16,2.114s,PASSED
"switchToWindowTitle(""Procurement Request Initiate"")",Chrome 70.0.3538.110,,2018-12-06 15:23:16,2018-12-06 15:23:19,3.020s,PASSED
"setText(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/input__fromBundleRange""), ""1000"")",Chrome 70.0.3538.110,,2018-12-06 15:23:19,2018-12-06 15:23:24,4.177s,PASSED
"click(findTestObject(""Object Repository/Request_initiate/Page_Procurement Request Initiate/button_Save""))",Chrome 70.0.3538.110,,2018-12-06 15:23:24,2018-12-06 15:23:26,2.591s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/span_Harshada""))",Chrome 70.0.3538.110,,2018-12-06 15:23:26,2018-12-06 15:23:28,2.142s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Bank Dashboard/b_Logout""))",Chrome 70.0.3538.110,,2018-12-06 15:23:28,2018-12-06 15:23:31,2.471s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_Logout Page/a_Login""))",Chrome 70.0.3538.110,,2018-12-06 15:23:31,2018-12-06 15:23:33,2.158s,PASSED
"callTestCase(findTestCase(""Branch User Checker/Request Authorize""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:23:33,2018-12-06 15:24:23,50.017s,PASSED
"callTestCase(findTestCase(""Cluster User/Authorize Request""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:24:23,2018-12-06 15:25:13,49.959s,PASSED
"callTestCase(findTestCase(""Circle User/Authorize Request""), [:], CONTINUE_ON_FAILURE)",Chrome 70.0.3538.110,,2018-12-06 15:25:13,2018-12-06 15:26:03,50.130s,PASSED
